SiteBlock,SiteBlock2,SiteIDLookUp,Description,RampMain,Direction,LaneNumbs,TotalCapacity,TMPCapacity,RampReroute,DataSource,Cluster,FreeSpeedM,ScM,NM,FreeSpeedD,ScD,ND,DetourPlan,DetourDistance,DetourSpeed,Distance,Speed ,DetourCap,DetourDelay
SH20 Hillsborough Rd On Ramp to Queenstown Rd On Ramp SB,SH20 Hillsborough Rd On Ramp to Queenstown Rd On Ramp SB,02029015,SH20 Hillsborough Rd On Ramp to Queenstown Rd On Ramp SB,Mainline,SB,3,6000,1400,02040016,Any2018-scaled,C16,100,80,1.5,50,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH20 Hillsborough Rd to Maioro St/Waterview NB,SH20 Hillsborough Rd to Maioro St/Waterview NB,02010016,SH20 Hillsborough Rd Interchange NB,Mainline,NB,3,5400,1400,02060016,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_136,4.4,50,2.6,100,1200,3.72
SH20 Hillsborough Rd to Neilson St SB,SH20 Hillsborough Rd to Neilson St SB,02020016,SH20 Hillsborough Rd Interchange SB,Mainline,SB,2,4600,1400,02040016,Any2018-scaled,C16,100,80,1.5,50,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH20 Hillsborough Rd On Ramp to Dominion Rd Off Ramp NB,SH20 Hillsborough Rd On Ramp to Dominion Rd Off Ramp NB,02010017,SH20 Hillsborough Rd On Ramp to Dominion Rd Off Ramp NB,Mainline,NB,3,5400,1400,02060016,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_136,4.4,50,2.6,100,1200,3.72
SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,02020017,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,Mainline,SB,3,5400,1400,02040018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_135,4.3,50,2.5,100,1200,3.66
SH20 Dominion Rd Interchange NB,SH20 Dominion Rd Interchange NB,02010018,SH20 Dominion Rd Interchange NB,Mainline,NB,3,5400,1400,02060018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_137,4.1,50,2.2,100,1200,3.6
SH20 Dominion Rd Interchange SB,SH20 Dominion Rd Interchange SB,02020018,SH20 Dominion Rd Interchange SB,Mainline,SB,3,5400,1400,02040018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_135,4.3,50,2.5,100,1200,3.66
SH20 Dominion Rd On Ramp to Maioro St Off Ramp NB,SH20 Dominion Rd On Ramp to Maioro St Off Ramp NB,02010019,SH20 Dominion Rd On Ramp to Maioro St Off Ramp NB,Mainline,NB,3,5400,1400,02060018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_137,4.1,50,2.2,100,1200,3.6
SH20 Maioro St On Ramp to Dominion Rd Off Ramp SB,SH20 Maioro St On Ramp to Dominion Rd Off Ramp SB,02020019,SH20 Maioro St On Ramp to Dominion Rd Off Ramp SB,Mainline,SB,3,5400,1400,02040020,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_138,3.8,50,2.2,100,1200,3.24
SH20 Waterview/Maioro St to Hillsborough Rd SB,SH20 Waterview/Maioro St to Hillsborough Rd SB,02020020,SH20 Maioro St Interchange SB,Mainline,SB,2,3600,1400,02040020,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_138,3.8,50,2.2,100,1200,3.24
SH20 Maioro St Interchange NB,SH20 Maioro St Interchange NB,02010020,SH20 Maioro St Interchange NB,Mainline,NB,3,5400,1400,02060020,Any2018-scaled,C16,100,80,1.5,50,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Puhoi to JHT SB,SH1 Puhoi to JHT SB,01N10383,SH1 Sth of Puhoi Rd SB,Mainline,SB,1,1800,1400,01N60383,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Sth of Puhoi Rd NB,SH1 Sth of Puhoi Rd NB,01N20383,SH1 Sth of Puhoi Rd NB,Mainline,NB,1,1800,1400,01N40390,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 JHT to Silverdale SB,SH1 JHT to Silverdale SB,01N10388,SH1 Northern Gateway Toll Road SB,Mainline,SB,2,3600,1400,01N60383,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 JHT to Puhoi NB,SH1 JHT to Puhoi NB,01N20388,SH1 Northern Gateway Toll Road NB,Mainline,NB,2,3600,1400,01N40390,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Orewa Interchange NB,SH1 Orewa Interchange NB,01N20390,SH1 Orewa Interchange NB,Mainline,NB,2,3600,1400,01N40390,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Orewa Interchange SB,SH1 Orewa Interchange SB,01N10390,SH1 Orewa Interchange SB,Mainline,SB,2,3600,1400,01N60390,Website Year2014,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Silverdale On Ramp to Orewa Off Ramp NB,SH1 Silverdale On Ramp to Orewa Off Ramp NB,01N20391,SH1 Silverdale On Ramp to Orewa Off Ramp NB,Mainline,NB,2,3600,1400,01N40398,Any2018-scaled,C1,100,65,1.5,60,25,1.2,SH1_61,17.7,60,13.2,105,1200,10.15714286
SH1 Orewa On Ramp to Silverdale Off Ramp SB,SH1 Orewa On Ramp to Silverdale Off Ramp SB,01N10391,SH1 Orewa On Ramp to Silverdale Off Ramp SB,Mainline,SB,2,3600,1400,01N60390,Any2018-scaled,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Millwater On Ramp to Silverdale Off Ramp SB,SH1 Millwater On Ramp to Silverdale Off Ramp SB,01N10393,SH1 Millwater On Ramp to Silverdale Off Ramp SB,Mainline,SB,2,3600,1400,01N60390,Any2018-scaled,C1,100,65,1.5,60,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH1 Millwater Off Ramp to Silverdale On Ramp NB,SH1 Millwater Off Ramp to Silverdale On Ramp NB,01N20393,SH1 Millwater Off Ramp to Silverdale On Ramp NB,Mainline,NB,2,3600,1400,01N40398,Any2018-scaled,C1,100,65,1.5,60,25,1.2,SH1_61,17.7,60,13.2,105,1200,10.15714286
SH1 Silverdale to Greville Rd SB,SH1 Silverdale to Greville Rd SB,01N10398,SH1 Silverdale Interchange SB,Mainline,SB,2,3600,1400,01N60398,Continuous Mar-19,C1,100,65,1.5,60,25,1.2,SH1_63,18.3,90,12.9,105,1865.769231,4.828571429
SH1 Silverdale to JHT NB,SH1 Silverdale to JHT NB,01N20398,SH1 Silverdale Interchange NB,Mainline,NB,2,3600,1400,01N40398,Any2018-scaled,C1,100,65,1.5,60,25,1.2,SH1_61,17.7,60,13.2,105,1200,10.15714286
SH1 Silverdale to Dairy Flat SC On Ramp NB,SH1 Silverdale to Dairy Flat SC On Ramp NB,01N20400,SH1 Silverdale to Dairy Flat SC On Ramp NB,Mainline,NB,2,3600,1400,01N40410,Any2018-scaled,C1,100,65,1.5,60,25,1.2,SH1_60,18.5,90,13.2,105,1865.769231,4.79047619
SH1 Silverdale On Ramp to Oteha Valley Rd Off Ramp SB,SH1 Silverdale On Ramp to Oteha Valley Rd Off Ramp SB,01N10400,SH1 Silverdale On Ramp to Oteha Valley Rd Off Ramp SB,Mainline,SB,2,3800,1400,01N60398,Website Mar-19,C1,100,65,1.5,60,25,1.2,SH1_63,18.3,90,12.9,105,1865.769231,4.828571429
SH1 Oteha Valley to Constellation Dr SB,SH1 Oteha Valley to Constellation Dr SB,01N10410,SH1 Oteha Valley Rd Interchange SB,Mainline,SB,2,3600,1400,01N60410,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_64,5.3,50,3.2,105,1200,4.531428571
SH1 Oteha Valley to Silverdale NB,SH1 Oteha Valley to Silverdale NB,01N20410,SH1 Oteha Valley Rd Interchange NB,Mainline,NB,2,3600,1400,01N40410,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_60,18.5,90,13.2,105,1865.769231,4.79047619
SH1 McClymonts Rd Bus On Ramp to Greville Rd Off Ramp SB,SH1 McClymonts Rd Bus On Ramp to Greville Rd Off Ramp SB,01N19411,SH1 McClymonts Rd Bus On Ramp to Greville Rd Off Ramp SB,Mainline,SB,3,5400,1400,01N60410,Website Year2014,C2,100,35,1.5,65,25,1.1,SH1_64,5.3,50,3.2,105,1200,4.531428571
SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,01N29411,SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,Mainline,NB,3,5400,1400,01N40412,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_59,4.7,50,3.1,105,1200,3.868571429
SH1 Greville Rd Interchange SB,SH1 Greville Rd Interchange SB,01N10412,SH1 Greville Rd Interchange SB,Mainline,SB,2,3600,1400,01N60412,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_65,6.5,40,3.4,105,1200,7.807142857
SH1 Greville Rd Interchange NB,SH1 Greville Rd Interchange NB,01N20412,SH1 Greville Rd Interchange NB,Mainline,NB,2,4200,1400,01N40412,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_59,4.7,50,3.1,105,1200,3.868571429
SH1 Greville Rd On Ramp to Upper Harbour Hwy Off Ramp SB,SH1 Greville Rd On Ramp to Upper Harbour Hwy Off Ramp SB,01N10413,SH1 Greville Rd On Ramp to Upper Harbour Hwy Off Ramp SB,Mainline,SB,2,4600,1400,01N60412,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_65,6.5,40,3.4,105,1200,7.807142857
SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,01N20413,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,Mainline,NB,3,6000,1400,01N40414,Any2018-scaled,C2,100,35,1.5,65,25,1.1,SH1_58,6.8,40,3.8,105,1200,8.028571429
SH1 Constellation Dr to Onewa Road SB,SH1 Constellation Dr to Onewa Road SB,01N10414,SH1 Upper Harbour Hwy Interchange SB,Mainline,SB,2,3600,1400,01N60414,Continuous Mar-19,C3,85,35,1.5,55,20,1.4,SH1_66,6.3,50,3.7,105,1200,5.445714286
SH1 Constellation Dr to Oteha Valley NB,SH1 Constellation Dr to Oteha Valley NB,01N20414,SH1 Upper Harbour Hwy Interchange NB,Mainline,NB,2,4200,1400,01N40414,Any2018-scaled,C3,85,35,1.5,55,20,1.4,SH1_58,6.8,40,3.8,105,1200,8.028571429
SH1 Upper Harbour Hwy On Ramp to Tristram Ave Off Ramp SB,SH1 Upper Harbour Hwy On Ramp to Tristram Ave Off Ramp SB,01N10415,SH1 Upper Harbour Hwy On Ramp to Tristram Ave Off Ramp SB,Mainline,SB,2,4400,1400,01N60414,Website Mar-19,C3,85,35,1.5,55,20,1.4,SH1_66,6.3,50,3.7,105,1200,5.445714286
SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,01N20415,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,Mainline,NB,3,5400,1400,01N40417,Any2018-scaled,C3,85,35,1.5,55,20,1.4,SH1_57,7.5,50,3.9,105,1200,6.771428571
SH1 Tristram Ave Interchange SB,SH1 Tristram Ave Interchange SB,01N10417,SH1 Tristram Ave Interchange SB,Mainline,SB,2,4000,1400,01N60417,Continuous Mar-19,C3,85,35,1.5,55,20,1.4,SH1_67,3.9,40,2.9,105,1200,4.192857143
SH1 Tristram Ave Interchange NB,SH1 Tristram Ave Interchange NB,01N20417,SH1 Tristram Ave Interchange NB,Mainline,NB,3,5400,1400,01N40417,Any2018-scaled,C3,85,35,1.5,55,20,1.4,SH1_57,7.5,50,3.9,105,1200,6.771428571
SH1 Tristram Ave On Ramp to Northcote Rd Off Ramp SB,SH1 Tristram Ave On Ramp to Northcote Rd Off Ramp SB,01N10418,SH1 Tristram Ave On Ramp to Northcote Rd Off Ramp SB,Mainline,SB,3,5400,1400,01N60417,Website Mar-19,C4,100,85,1.3,55,25,1.3,SH1_67,3.9,40,2.9,105,1200,4.192857143
SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,01N20418,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,Mainline,NB,4,7200,1400,01N40419,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_56,3.7,40,3.1,105,1200,3.778571429
SH1 Northcote Rd Interchange NB,SH1 Northcote Rd Interchange NB,01N20419,SH1 Northcote Rd Interchange NB,Mainline,NB,3,5400,1400,01N40419,Continuous Mar-19,C4,100,85,1.3,55,25,1.3,SH1_56,3.7,40,3.1,105,1200,3.778571429
SH1 Northcote Rd Interchange SB,SH1 Northcote Rd Interchange SB,01N10419,SH1 Northcote Rd Interchange SB,Mainline,SB,3,5400,1400,01N60419,Continuous Mar-19,C4,100,85,1.3,55,25,1.3,SH1_68,3.5,40,2.6,105,1200,3.764285714
SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB,SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB,01N19419,SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB,Mainline,SB,3,5400,1400,01N60419,Website Mar-19,C4,100,85,1.3,55,25,1.3,SH1_68,3.5,40,2.6,105,1200,3.764285714
SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,01N29419,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,Mainline,NB,4,7200,1400,01N40420,Website Mar-19,C4,100,85,1.3,55,25,1.3,SH1_55,3.1,40,2.7,105,1200,3.107142857
SH1 Esmonde Rd Interchange NB,SH1 Esmonde Rd Interchange NB,01N20420,SH1 Esmonde Rd Interchange NB,Mainline,NB,3,5400,1400,01N40420,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_55,3.1,40,2.7,105,1200,3.107142857
SH1 Esmonde Rd Interchange SB,SH1 Esmonde Rd Interchange SB,01N10420,SH1 Esmonde Rd Interchange SB,Mainline,SB,3,5400,1400,01N60420,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Esmonde Rd On Ramp to Onewa Rd Off Ramp SB,SH1 Esmonde Rd On Ramp to Onewa Rd Off Ramp SB,01N10421,SH1 Esmonde Rd On Ramp to Onewa Rd Off Ramp SB,Mainline,SB,3,6300,1400,01N60420,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40422,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_54,4.6,40,4.2,105,1200,4.5
SH1 Onewa Rd to Fanshawe St SB,SH1 Onewa Rd to Fanshawe St SB,01N10422,SH1 Onewa Rd Interchange SB,Mainline,SB,3,6300,1400,01N60422,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Onewa Rd to Constellation Dr NB,SH1 Onewa Rd to Constellation Dr NB,01N20422,SH1 Onewa Rd Interchange NB,Mainline,NB,4,7200,1400,01N40422,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_54,4.6,40,4.2,105,1200,4.5
SH1 Stafford Rd Off Ramp to Onewa Rd Off Ramp NB,SH1 Stafford Rd Off Ramp to Onewa Rd Off Ramp NB,01N20423,SH1 Stafford Rd Off Ramp to Onewa Rd Off Ramp NB,Mainline,NB,5,9000,1400,01N40422,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_54,4.6,40,4.2,105,1200,4.5
SH1 Auckland Harbour Bridge SB,SH1 Auckland Harbour Bridge SB,01N19424,SH1 Auckland Harbour Bridge SB,Mainline,SB,3,5400,1400,NA,Any2018-scaled,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Auckland Harbour Bridge NB,SH1 Auckland Harbour Bridge NB,01N29424,SH1 Auckland Harbour Bridge NB,Mainline,NB,3,5400,1400,NA,Any2018-scaled,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Fanshawe St to Greenlane SB,SH1 Fanshawe St to Greenlane SB,01N10425,SH1 Shelly Beach Rd Off Ramp to Fanshawe St Off Ramp SB,Mainline,SB,5,9000,1400,01N60425,Continuous Mar-19,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,01N20426,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,Mainline,NB,3,6300,1400,01N40427,Any2018-scaled,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1 Nelson St Off Ramp to Port / SH16 On Ramp NB,SH1 Nelson St Off Ramp to Port / SH16 On Ramp NB,01N29427,SH1 Nelson St Off Ramp to Port / SH16 On Ramp NB,Mainline,NB,3,5400,1400,01N40427,Any2018-scaled,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1 Port / SH16 On Ramp to Wellington St On Ramp NB,SH1 Port / SH16 On Ramp to Wellington St On Ramp NB,01N20427,SH1 Port / SH16 On Ramp to Wellington St On Ramp NB,Mainline,NB,3,5700,1400,01N40427,Any2018-scaled,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1 Hobson St On Ramp to SH16 On Ramp SB,SH1 Hobson St On Ramp to SH16 On Ramp SB,01N10428,SH1 Hobson St On Ramp to SH16 On Ramp SB,Mainline,SB,3,5400,1400,01N60426,Continuous Year2014,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 SH16 Off Ramp to Nelson St Off Ramp NB,SH1 SH16 Off Ramp to Nelson St Off Ramp NB,01N20428,SH1 SH16 Off Ramp to Nelson St Off Ramp NB,Mainline,NB,3,5400,1400,01N40427,Continuous Year2014,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1 SH16 On Ramp to Symonds St On Ramp SB,SH1 SH16 On Ramp to Symonds St On Ramp SB,01N10429,SH1 SH16 On Ramp to Symonds St On Ramp SB,Mainline,SB,4,7200,1400,01N60426,Continuous Mar-19,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Symonds St to Onewa Rd NB,SH1 Symonds St to Onewa Rd NB,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,NB,4,7200,1400,01N45429,Continuous Mar-19,C5,95,70,1.1,55,15,1.1,SH1_48,3.8,70,1.9,105,1200,2.171428571
SH1 Symonds St On Ramp to Grafton/Port On Ramp SB,SH1 Symonds St On Ramp to Grafton/Port On Ramp SB,01N18429,SH1 Symonds St On Ramp to Grafton/Port On Ramp SB,Mainline,SB,4,7600,1400,01N60426,Website Mar-18,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB,SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB,01N19429,SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB,Mainline,SB,4,8400,1400,01N60426,Continuous Year2014,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Khyber Pass Off Ramp to Symonds/Wellesley/Port Off Ramp NB,SH1 Khyber Pass Off Ramp to Symonds/Wellesley/Port Off Ramp NB,01N28429,SH1 Khyber Pass Off Ramp to Symonds/Wellesley/Port Off Ramp NB,Mainline,NB,4,7200,1400,01N40430,Continuous Year2014,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Khyber Pass On Ramp to Gillies Ave Off Ramp SB,SH1 Khyber Pass On Ramp to Gillies Ave Off Ramp SB,01N10430,SH1 Khyber Pass On Ramp to Gillies Ave Off Ramp SB,Mainline,SB,5,9500,1400,01N60426,Website Year2014,C6,85,65,1.1,60,20,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,NB,5,9000,1400,01N40432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_45,2.6,40,2.3,105,1200,2.585714286
SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,SB,5,9000,1400,01N60431,Any2018-scaled,C6,85,65,1.1,60,20,1.1,SH1_6,2.4,40,1.2,105,1200,2.914285714
SH1 Gillies Ave Off Ramp to St Marks Rd On Ramp SB,SH1 Gillies Ave Off Ramp to St Marks Rd On Ramp SB,01N10431,SH1 Gillies Ave Off Ramp to St Marks Rd On Ramp SB,Mainline,SB,4,8000,1400,01N60431,Any2018-scaled,C6,85,65,1.1,60,20,1.1,SH1_6,2.4,40,1.2,105,1200,2.914285714
SH1 Market Rd Off Ramp to Gillies Ave On Ramp NB,SH1 Market Rd Off Ramp to Gillies Ave On Ramp NB,01N20431,SH1 Market Rd Off Ramp to Gillies Ave On Ramp NB,Mainline,NB,3,5700,1400,01N40432,Continuous Mar-19,C6,85,65,1.1,60,20,1.1,SH1_45,2.6,40,2.3,105,1200,2.585714286
SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,01N10432,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,Mainline,SB,4,7200,1400,01N60432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_8,2.4,40,1.9,105,1200,2.514285714
SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40433,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_44,3.9,40,3.5,105,1200,3.85
SH1 Greenlane to Mt Wellington Hwy SB,SH1 Greenlane to Mt Wellington Hwy SB,01N10433,SH1 Greenlane East Interchange SB,Mainline,SB,3,6300,1400,01N60433,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_9,3.4,40,2.6,105,1200,3.614285714
SH1 Greenlane to Symonds St NB,SH1 Greenlane to Symonds St NB,01N20433,SH1 Greenlane East Interchange NB,Mainline,NB,4,7200,1400,01N40433,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_44,3.9,40,3.5,105,1200,3.85
SH1 Tecoma St Interchange SB,SH1 Tecoma St Interchange SB,01N10434,SH1 Tecoma St Interchange SB,Mainline,SB,3,6600,1400,01N60434,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB,SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB,01N19434,SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB,Mainline,SB,3,6900,1400,01N60434,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Ellerslie Panmure Hwy Interchange SB,SH1 Ellerslie Panmure Hwy Interchange SB,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,SB,3,5700,1400,01N60435,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Ellerslie Panmure Hwy Interchange NB,SH1 Ellerslie Panmure Hwy Interchange NB,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,NB,3,5400,1400,01N40435,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_10,6.4,50,4,105,1800,5.394285714
SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,NB,3,5700,1400,01N40439,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB,SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB,01N10436,SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB,Mainline,SB,3,6300,1400,01N60435,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,SB,2,4800,1400,01N60439,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1 Mt Wellington Hwy On Ramp to Sth Eastern Hwy On Ramp NB,SH1 Mt Wellington Hwy On Ramp to Sth Eastern Hwy On Ramp NB,01N20438,SH1 Mt Wellington Hwy On Ramp to Sth Eastern Hwy On Ramp NB,Mainline,NB,3,5400,1400,01N40439,Website Mar-18,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1 Mt Wellington Hwy to East Tamaki SB,SH1 Mt Wellington Hwy to East Tamaki SB,01N10439,SH1 Mt Wellington Hwy Interchange SB,Mainline,SB,2,3800,1400,01N60439,Continuous Mar-19,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1 Mt Wellington Hwy to Greenlane NB,SH1 Mt Wellington Hwy to Greenlane NB,01N20439,SH1 Mt Wellington Hwy Interchange NB,Mainline,NB,2,3800,1400,01N40439,Continuous Mar-19,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1 Mt Wellington Hwy On Ramp to Princes St Off Ramp SB,SH1 Mt Wellington Hwy On Ramp to Princes St Off Ramp SB,01N10440,SH1 Mt Wellington Hwy On Ramp to Princes St Off Ramp SB,Mainline,SB,3,6300,1400,01N60439,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,NB,3,6000,1400,01N40441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_40,4.5,40,3.7,105,1200,4.635714286
