Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH16_Westbound_between_Hobson_Street_Westbound_On-ramp_and_397,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Khyber_Pass_Road_Southbound_On-ramp_and_398,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Khyber_Pass_Road_Southbound_On-ramp_and_398,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Gillies_Avenue_Northbound_On-ramp_and_399,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Gillies_Avenue_Northbound_On-ramp_and_399,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_St_Marks_Road_Southbound_On-ramp_and_400,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_St_Marks_Road_Southbound_On-ramp_and_400,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Lincoln_Road_401,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Lincoln_Road_401,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Lincoln_Road_and_Brigham_Creek_Road_Roundabout_402,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16_Westbound_between_Lincoln_Road_and_SH18_-_16_Intersection_402,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Te_Atatu_Road_403,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Te_Atatu_Road_403,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Te_Atatu_Road_and_Brigham_Creek_Road_Roundabout_404,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,16,7,4.02,WB,3,5400,4037.529748,3761.143789,3677.585438,2851.315961,0,1800,1400,01660011,SH16_130,Any2018-scaled
SH16_Westbound_between_Great_North_Road_and_Lincoln_Road_405,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16_Westbound_between_Great_North_Road_and_Lincoln_Road_405,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16_Eastbound_between_Lincoln_Road_and_Great_North_Road_406,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16_Eastbound_between_Te_Atatu_Road_and_Western_Springs_407,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,16,7,3.2,EB,4,8800,7148.088992,8524.931384,4454.111612,3607.430757,0,2200,1400,01640011,SH16_151,Website Mar-19
SH16_Westbound_between_St_Lukes_Road_and_Te_Atatu_Road_408,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Westbound_between_St_Lukes_Road_and_Te_Atatu_Road_408,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Westbound_between_St_Lukes_Road_and_Patiki_Road_409,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Westbound_between_St_Lukes_Road_and_Patiki_Road_409,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Eastbound_between_Patiki_Road_and_Western_Springs_410,01629008,SH16 Rosebank Rd On Ramp to Great Nth Rd Off Ramp EB,Mainline,16,0,9.2,EB,4,7200,5174.5,5241.6,3002.4,2935.2,0,1800,1400,01640010,SH16_152,Website Mar-19
SH16_Westbound_between_Wellesley_Street_On-ramp_and_411,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Wellesley_Street_On-ramp_and_Gillies_Ave_On-Ramp_411,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Green_Lane_Northbound_On-ramp_and_Greenlane_Northbound_On-Ramp_412,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,1N,431,1.44,NB,4,7200,5905.583332,6001,6135,6025,0,1800,1400,01N40433,SH1_44,Website Mar-18
SH1_Southbound_between_Green_Lane_Southbound_On-ramp_and_Greenlane_Southbound_On-Ramp_413,01N10433,SH1 Greenlane East Interchange SB,Mainline,1N,431,1.93,SB,3,6300,5296.961596,5683.566784,6001.835384,4543.739008,0,2100,1400,01N60433,SH1_9,Any2018-scaled
SH1_Northbound_between_Ellerslie_Panmure_Highway_Northbound_On-ramp_and_Ellerslie_Panmure_Highway_Northbound_On-Ramp_414,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,1N,431,4.26,NB,3,5400,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40435,SH1_10,Website Year2014
SH1_Southbound_between_Ellerslie_Panmure_Highway_Southbound_On-ramp_and_Ellerslie_Panmure_Highway_Southbound_On-Ramp_415,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,1N,431,4.26,SB,3,5700,5149.424548,5233.940536,5553.665804,4589.453564,0,1900,1400,01N60435,NA,Any2018-scaled
SH1_Southbound_between_Tecoma_Street_Southbound_On-ramp_and_Tecoma_Street_Southbound_On-Ramp_416,01N10434,SH1 Tecoma St Interchange SB,Mainline,1N,431,3.06,SB,3,6600,5708.959036,5934.70528,6451.339428,5093.96762,0,2200,1400,01N60434,NA,Any2018-scaled
SH1_Northbound_between_SEART_Northbound_On-ramp_and_SEART_Northbound_On-Ramp_417,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_SEART_Northbound_On-ramp_and_SEART_Northbound_On-Ramp_417,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Mt_Wellington_Highway_Northbound_On-ramp_and_Mt_Wellington_Highway_Northbound_On-Ramp_418,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,1N,431,4.72,NB,3,5700,5463.8,5373,5386.7,5013.6,0,1900,1400,01N40439,SH1_41,Website Year2014
SH1_Northbound_between_Mt_Wellington_Highway_Northbound_On-ramp_and_Mt_Wellington_Highway_Northbound_On-Ramp_418,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,1N,431,4.72,NB,3,5700,5463.8,5373,5386.7,5013.6,0,1900,1400,01N40439,SH1_41,Website Year2014
SH1_Southbound_between_Mt_Wellington_Highway_Southbound_On-ramp_and_Mt_Wellington_Highway_Southbound_On-Ramp_419,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,1N,431,6.82,SB,2,4800,4711.592248,4458.606504,4787.608992,3894.656963,0,2400,1400,01N60439,SH1_12,Any2018-scaled
SH1_Southbound_between_Mt_Wellington_Highway_Southbound_On-ramp_and_Mt_Wellington_Highway_Southbound_On-Ramp_419,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,1N,431,6.82,SB,2,4800,4711.592248,4458.606504,4787.608992,3894.656963,0,2400,1400,01N60439,SH1_12,Any2018-scaled
SH1_Northbound_between_Princes_Street_NB_On-ramp_and_420,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,1N,431,8.9,NB,3,6000,5188.380952,5955.088704,5485.480636,4308.011788,0,2000,1400,01N40441,SH1_40,Any2018-scaled
SH1_Northbound_between_Princes_Street_NB_On-ramp_and_420,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,1N,431,8.9,NB,3,6000,5188.380952,5955.088704,5485.480636,4308.011788,0,2000,1400,01N40441,SH1_40,Any2018-scaled
SH1_Southbound_between_Princes_Street_Southbound_On-ramp_and_Princes_Street_Southbound_On-Ramp_421,01N10441,SH1 Princes St Interchange SB,Mainline,1N,431,10.07,SB,3,6000,5194.630676,5783.071704,4913.630496,3854.901944,0,2000,1400,01N60441,SH1_13,Any2018-scaled
SH1_Southbound_between_Princes_Street_Southbound_On-ramp_and_Princes_Street_Southbound_On-Ramp_421,01N10441,SH1 Princes St Interchange SB,Mainline,1N,431,10.07,SB,3,6000,5194.630676,5783.071704,4913.630496,3854.901944,0,2000,1400,01N60441,SH1_13,Any2018-scaled
SH1_Northbound_between_Highbrook_Drive_Northbound_On-ramp_and_Highbrook_Drive_Northbound_On-Ramp_422,01N20442,SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,Mainline,1N,431,11,NB,4,7200,5517.113384,6476.093472,5879.717064,4516.267084,0,1800,1400,01N40443,NA,Any2018-scaled
SH1_Southbound_between_Highbrook_Drive_Southbound_On-ramp_and_Highbrook_Drive_Southbound_On-Ramp_423,01N10443,SH1 Highbrook Dr Interchange SB,Mainline,1N,431,11.6,SB,3,5400,4867.252252,5359.844652,4784.412916,3647.415446,0,1800,1400,01N60443,NA,Any2018-scaled
SH1_Northbound_between_East_Tamaki_Road_Northbound_On-ramp_and_East_Tamaki_Road_Northbound_On-Ramp_424,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,1N,431,12.4,NB,3,6000,5788.25,5718.4,4391.2,4208,0,2000,1400,01N40444,SH1_38,Website Mar-19
SH1_Northbound_between_East_Tamaki_Road_Northbound_On-ramp_and_East_Tamaki_Road_Northbound_On-Ramp_424,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,1N,431,12.4,NB,3,6000,5788.25,5718.4,4391.2,4208,0,2000,1400,01N40444,SH1_38,Website Mar-19
SH1_Southbound_between_East_Tamaki_Road_Southbound_On-ramp_and_East_Tamaki_Road_Southbound_On-Ramp_425,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,1N,431,12.92,SB,3,5400,4409.909432,4612.43696,4127.399068,3148.703338,0,1800,1400,01N60444,SH1_14,Any2018-scaled
SH1_Southbound_between_East_Tamaki_Road_Southbound_On-ramp_and_East_Tamaki_Road_Southbound_On-Ramp_425,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,1N,431,12.92,SB,3,5400,4409.909432,4612.43696,4127.399068,3148.703338,0,1800,1400,01N60444,SH1_14,Any2018-scaled
SH1_Northbound_between_Te_Irirangi_Drive_Northbound_On-ramp_and_Te_Irirangi_Drive_Northbound_On-Ramp_426,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Te_Irirangi_Drive_Northbound_On-ramp_and_Te_Irirangi_Drive_Northbound_On-Ramp_426,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Redoubt_Road_Northbound_On-ramp_and_Redoubt_Road_Northbound_On-Ramp_427,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Redoubt_Road_Northbound_On-ramp_and_Redoubt_Road_Northbound_On-Ramp_427,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Redoubt_Road_Southbound_On-ramp_and_Redoubt_Road_Southbound_On-Ramp_428,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,1N,431,16.6,SB,3,5400,4207.712028,3441.543524,3102.910048,3047.015345,0,1800,1400,01N60448,SH1_16,Any2018-scaled
SH1_Southbound_between_Redoubt_Road_SH20_Link_and_Great_South_Road_SH20_On-Ramp_429,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,1N,431,16.6,SB,3,5400,4207.712028,3441.543524,3102.910048,3047.015345,0,1800,1400,01N60448,SH1_16,Any2018-scaled
SH1_Southbound_between_Redoubt_Road_SH20_Link_and_Great_South_Road_SH20_On-Ramp_429,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,1N,431,16.6,SB,3,5400,4207.712028,3441.543524,3102.910048,3047.015345,0,1800,1400,01N60448,SH1_16,Any2018-scaled
SH1_Northbound_between_Hill_Road_Northbound_On-ramp_and_Hill_Road_Northbound_On-Ramp_431,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Hill_Road_Northbound_On-ramp_and_Hill_Road_Northbound_On-Ramp_431,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Takanini_Northbound_On-ramp_and_Takanini_Northbound_On-Ramp_432,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,1N,448,1.74,NB,3,5700,5531.130572,5336.025608,5086.893772,5087.819972,0,1900,1400,01N40454,SH1_34,Continuous Year2014
SH1_Northbound_between_Takanini_Northbound_On-ramp_and_Takanini_Northbound_On-Ramp_432,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,1N,448,1.74,NB,3,5700,5531.130572,5336.025608,5086.893772,5087.819972,0,1900,1400,01N40454,SH1_34,Continuous Year2014
SH1_Southbound_between_Takanini_Southbound_On-ramp_and_Takanini_Southbound_On-Ramp_433,01N10454,SH1 Takanini Interchange SB,Mainline,1N,448,5.61,SB,2,3600,3179.9,3161.6,2710.4,2432,0,1800,1400,01N60454,SH1_18,Website Year2014
SH1_Southbound_between_Takanini_Southbound_On-ramp_and_Takanini_Southbound_On-Ramp_433,01N10454,SH1 Takanini Interchange SB,Mainline,1N,448,5.61,SB,2,3600,3179.9,3161.6,2710.4,2432,0,1800,1400,01N60454,SH1_18,Website Year2014
SH1_Southbound_between_Papakura_Southbound_On-ramp_and_Papakura_Southbound_On-Ramp_434,01N10458,SH1 Papakura Interchange SB,Mainline,1N,448,9.97,SB,2,3600,2504.5,2596,2720,2454,0,1800,1400,01N60458,SH1_19,Continuous Mar-19
SH1_Southbound_between_Papakura_Southbound_On-ramp_and_Papakura_Southbound_On-Ramp_434,01N10458,SH1 Papakura Interchange SB,Mainline,1N,448,9.97,SB,2,3600,2504.5,2596,2720,2454,0,1800,1400,01N60458,SH1_19,Continuous Mar-19
SH1_Northbound_between_Papakura_Northbound_(loop)_On-ramp_and_Papakura_Northbound_(loop)_On-Ramp_435,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,1N,448,7.83,NB,2,3800,3638,3584.65,3194.25,3480.4,0,1900,1400,01N40458,SH1_33,Website Year2014
SH1_Northbound_between_Papakura_Northbound_(diamond)_On-ramp_and_Papakura_Northbound_(diamond)_On-Ramp_436,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,1N,448,7.83,NB,2,3800,3638,3584.65,3194.25,3480.4,0,1900,1400,01N40458,SH1_33,Website Year2014
SH1_Northbound_between_Drury_Northbound_On-ramp_and_Drury_Northbound_On-Ramp_437,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,1N,448,11.4,NB,2,3600,2536.819092,2932.110107,3163.78836,2870.676384,0,1800,1400,01N40462,SH1_32,Any2018-scaled
SH1_Northbound_between_Drury_Northbound_On-ramp_and_Drury_Northbound_On-Ramp_437,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,1N,448,11.4,NB,2,3600,2536.819092,2932.110107,3163.78836,2870.676384,0,1800,1400,01N40462,SH1_32,Any2018-scaled
SH1_Southbound_between_Drury_Southbound_On-ramp_and_Drury_Southbound_On-Ramp_438,01N10462,SH1 Drury Interchange SB,Mainline,1N,461,0,SB,2,3600,1542.709373,1846.431688,2354.693721,1761.739536,0,1800,1400,01N60462,SH1_20,Website Year2014
SH1_Southbound_between_Drury_Southbound_On-ramp_and_Drury_Southbound_On-Ramp_438,01N10462,SH1 Drury Interchange SB,Mainline,1N,461,0,SB,2,3600,1542.709373,1846.431688,2354.693721,1761.739536,0,1800,1400,01N60462,SH1_20,Website Year2014
SH1_Northbound_between_Ramarama_Northbound_On-ramp_and_Ramarama_Northbound_On-Ramp_439,01N20463,SH1 Ramarama On Ramp to Drury Off Ramp NB,Mainline,1N,461,2.24,NB,2,3600,1752,1940.6,1815,2572,0,1800,1400,01N40465,SH1_31,Website Year2014
SH1_Northbound_between_Ramarama_Northbound_On-ramp_and_Ramarama_Northbound_On-Ramp_439,01N20463,SH1 Ramarama On Ramp to Drury Off Ramp NB,Mainline,1N,461,2.24,NB,2,3600,1752,1940.6,1815,2572,0,1800,1400,01N40465,SH1_31,Website Year2014
SH1_Southbound_between_Ramarama_Southbound_On-ramp_and_Ramarama_Southbound_On-Ramp_440,01N10465,SH1 Ramarama Interchange SB,Mainline,1N,461,4.62,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60465,SH1_21,Website Year2014
SH1_Southbound_between_Ramarama_Southbound_On-ramp_and_Ramarama_Southbound_On-Ramp_440,01N10465,SH1 Ramarama Interchange SB,Mainline,1N,461,4.62,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60465,SH1_21,Website Year2014
SH1_Northbound_between_Mill_Road_(Bombay)_Northbound_On-ramp_and_Mill_Road_(Bombay)_Northbound_On-Ramp_441,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,1N,461,7.54,NB,2,3600,1574.1,1662.5,1592.2,2761.45,0,1800,1400,01N40471,SH1_30,Website Year2014
SH1_Southbound_between_Mill_Road_(Bombay)_Southbound_On-ramp_and_Mill_Road_(Bombay)_Southbound_On-Ramp_442,01N10471,SH1 Mill Rd Interchange SB,Mainline,1N,461,10.26,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60471,SH1_22,Website Year2014
SH1_Northbound_between_Beaver_Road_Northbound_On-ramp_and_Beaver_Road_Northbound_On-Ramp_443,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,1N,461,11.51,NB,2,3600,1352.85,1589.75,1520.6,2602.6,0,1800,1400,01N40473,SH1_29,Website Oct-18
SH1_Southbound_between_Beaver_Road_Southbound_On-ramp_and_Beaver_Road_Southbound_On-Ramp_444,01N10473,SH1 Beaver Rd Interchange SB,Mainline,1N,461,12.2,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60473,SH1_23,Website Year2014
SH1_Northbound_between_Ridge_Road_Northbound_On-ramp_and_Ridge_Road_Northbound_On-Ramp_445,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Nikau_Rd_Southbound_On-ramp_and_Pokeno_On-Ramp_446,01N10475,SH1 Nikau Rd Interchange SB,Mainline,1N,461,13.48,SB,2,3600,1840.185325,2488.207235,2789.877898,2075.419311,0,1800,1400,01N60475,SH1_24,Any2018-scaled
SH1_Northbound_between_Helenslee_Rd_On-ramp_and_Nikau_Rd_On-Ramp_447,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Helenslee_Rd_On-ramp_and_Nikau_Rd_On-Ramp_447,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Lambie_Drive_and_SH1_Northbound_Link_578,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,20,0,0.01,SB,2,3600,1885.885863,1978.645602,2136.192857,1724.197777,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20_Southbound_between_To_SH1_Southbound_Link_and_579,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Dominion_Road_Off-Ramp_and_617,02020017,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,Mainline,20,10,7.09,SB,3,5400,4916.210004,5335.15274,4714.6821,3606.891644,0,1800,1400,02040018,SH20_135,Any2018-scaled
SH20_Northbound_between_Dominion_Road_Off-Ramp_and_618,02010018,SH20 Dominion Rd Interchange NB,Mainline,20,10,7.9,NB,3,5400,4090.11904,4655.738464,3889.894079,2985.48914,0,1800,1400,02060018,SH20_137,Any2018-scaled
SH20_Southbound_between_Hillsborough_Road_Off-Ramp_and_619,02020015,SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,Mainline,20,10,4.57,SB,4,7200,6397.25,6395,4705,4336,0,1800,1400,02040016,NA,Website Mar-18
SH20_Northbound_between_Hillsborough_Road_Off-Ramp_and_620,02010016,SH20 Hillsborough Rd Interchange NB,Mainline,20,10,6.1,NB,3,5400,4272.518656,4033.235084,4058.456052,3176.374432,0,1800,1400,02060016,SH20_136,Any2018-scaled
SH20_Northbound_between_Queenstown_Road_Off-Ramp_and_621,02019015,SH20 Queenstown Rd Off Ramp to Hillsborough Rd Off Ramp NB,Mainline,20,10,5.15,NB,3,5400,5244.26562,4991.319952,4891.962408,3791.547662,0,1800,1400,02060015,SH20_92,Any2018-scaled
SH20_Southbound_between_Neilson_Street_Off-Ramp_and_622,02020013,SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,Mainline,20,10,3.03,SB,4,7200,6293.25,6617.6,5002.4,4521.6,0,1800,1400,02040014,NA,Website Mar-19
SH20_Southbound_between_Rimu_Road_Off-Ramp_and_623,02020012,SH20 Rimu Rd Off Ramp to Walmsley Rd Off Ramp SB,Mainline,20,10,1.52,SB,3,5700,5265.583792,5516.330272,4547.619108,3530.767908,0,1900,1400,02040012,NA,Any2018-scaled
SH20_Southbound_between_Walmsley_Road_Off-Ramp_and_624,02020008,SH20 20A Off Ramp to Massey Rd Off Ramp SB,Mainline,20,0,8.4,SB,2,3600,3083.884935,3229.941883,3120.3651,2230.963458,0,1800,1400,02040011,NA,Continuous Year2014
SH20_Northbound_between_Walmsley_Road_Off-Ramp_and_625,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Link_To_SH20A_Westbound_and_626,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Link_To_SH20A_Westbound_and_627,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Massey_Road_Off-Ramp_and_628,02020006,SH20 Massey Rd to Puhinui Rd SB,Mainline,20,0,5.31,SB,2,4000,3511.429874,3879.07,3929.83467,2744.830588,0,2000,1400,02040007,NA,Any2018-scaled
SH20_Northbound_between_Massey_Road_Off-Ramp_and_629,02010007,SH20 Massey Rd Interchange NB,Mainline,20,0,7.47,NB,2,3600,2954.235194,3162.585555,2552.957856,1951.373842,0,1800,1400,02060007,SH20_85,Any2018-scaled
SH20_Southbound_between_Puhinui_Road_Off-Ramp_and_630,02020002,SH20 Cavendish Dr On Ramp to Lambie Dr Off Ramp SB,Mainline,20,0,1.67,SB,2,3600,3228.544798,3587.802526,3578.672774,2642.211774,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Cavendish_Drive_Off-Ramp_and_631,02010003,SH20 Cavendish Dr Interchange NB,Mainline,20,0,3.1,NB,2,3600,2593.945406,3149.595605,2512.423712,1952.144416,0,1800,1400,02060003,SH20_94,Any2018-scaled
