Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH1_284,SH1,284,8.796747862,100,1,60,0,0,0,0,0,0,1400,5.278048717,1,-,-,-,-,-,1400,4.278048717,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Papakura_Off-ramp_284.pdf,Southbound,Papakura Off-ramp,Papakura Off-Ramp,01N60458,,SH1 - Ramp,Click to view - SH1 Southbound Papakura Off-Ramp 284.pdf
SH1_285,SH1,285,9.631641101,100,1,60,0,0,0,0,0,0,1400,5.77898466,1,-,-,-,-,-,1400,4.77898466,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Papakura_Off-ramp_285.pdf,Northbound,Papakura Off-ramp,Papakura Off-Ramp,01N40458,,SH1 - Ramp,Click to view - SH1 Northbound Papakura Off-Ramp 285.pdf
SH1_286,SH1,286,9.633045074,100,1,60,0,0,0,0,0,0,1400,5.779827044,1,-,-,-,-,-,1400,4.779827044,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Drury_Off-ramp_286.pdf,Southbound,Drury Off-ramp,Drury Off-Ramp,01N60462,,SH1 - Ramp,Click to view - SH1 Southbound Drury Off-Ramp 286.pdf
SH1_287,SH1,287,9.111294039,100,1,60,0,0,0,0,0,0,1400,5.466776423,1,-,-,-,-,-,1400,4.466776423,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Drury_Off-ramp_287.pdf,Northbound,Drury Off-ramp,Drury Off-Ramp,01N40462,,SH1 - Ramp,Click to view - SH1 Northbound Drury Off-Ramp 287.pdf
SH1_288,SH1,288,11.97630208,100,1,60,0,0,0,0,0,0,1400,7.185781249,1,-,-,-,-,-,1400,6.185781249,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Ararimu_Road_Off-ramp_288.pdf,Southbound,Ararimu Road Off-ramp,Ararimu Rd Off-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Ararimu Rd Off-Ramp 288.pdf
SH1_289,SH1,289,9.615895813,100,1,60,0,0,0,0,0,0,1400,5.769537488,1,-,-,-,-,-,1400,4.769537488,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Ararimu_Road_Off-ramp_289.pdf,Northbound,Ararimu Road Off-ramp,Ararimu Rd Off-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Ararimu Rd Off-Ramp 289.pdf
SH1_290,SH1,290,6.26642991,100,1,60,0,0,90/10,6 metres,level,0.01,,3.759857946,1,0.77,0.82,0.988142292,-,1572.26087,1572.26087,2.759857946,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Mill_Road_Off-ramp_290.pdf,Southbound,Mill Road Off-ramp,Mill Rd Off-Ramp,01N60471,,SH1 - Ramp,Click to view - SH1 Southbound Mill Rd Off-Ramp 290.pdf
SH1_291,SH1,291,12.18713857,100,1,60,0,0,0,0,0,0,1400,7.312283141,1,-,-,-,-,-,1400,6.312283141,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Mill_Road_Off-ramp_291.pdf,Northbound,Mill Road Off-ramp,Mill Rd Off-Ramp,01N40471,,SH1 - Ramp,Click to view - SH1 Northbound Mill Rd Off-Ramp 291.pdf
SH1_292,SH1,292,3.45503529,90,1,90,0,0,90/10,6 metres,level,0.01,,2.30335686,0.666666667,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.636690194,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Beaver_Road_Off-ramp_292.pdf,Southbound,Beaver Road Off-ramp,Beaver Rd Off-Ramp,01N60473,,SH1 - Ramp,Click to view - SH1 Southbound Beaver Rd Off-Ramp 292.pdf
SH1_293,SH1,293,9.538635728,90,1.8,90,0,0,90/10,6 metres,level,0.01,,6.359090485,1.2,0.77,0.82,0.988142292,-,1572.26087,1572.26087,5.159090485,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Beaver_Road_Off-ramp_293.pdf,Northbound,Beaver Road Off-ramp,Beaver Rd Off-Ramp,01N40473,,SH1 - Ramp,Click to view - SH1 Northbound Beaver Rd Off-Ramp 293.pdf
SH1_294,SH1,294,3.567669916,100,1,60,0,0,0,0,0,0,1400,2.14060195,1,-,-,-,-,-,1400,1.14060195,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Nikau_Road_Off-ramp_294.pdf,Southbound,Nikau Road Off-ramp,Nikau Rd Off-Ramp,01N60475,,SH1 - Ramp,Click to view - SH1 Southbound Nikau Rd Off-Ramp 294.pdf
SH1_295,SH1,295,6.571608589,100,1,60,0,0,0,0,0,0,1400,3.942965153,1,-,-,-,-,-,1400,2.942965153,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Ridge_Road_Off-ramp_295.pdf,Northbound,Ridge Road Off-ramp,Ridge Rd Off-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Ridge Rd Off-Ramp 295.pdf
SH1_296,SH1,296,4.880152476,100,1,60,0,0,90/10,6 metres,level,0.01,,2.928091486,1,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.928091486,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Razorback_Road_Off-ramp_296.pdf,Southbound,Razorback Road Off-ramp,Razorback Rd Off-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Razorback Rd Off-Ramp 296.pdf
SH1_297,SH1,297,3.332494516,90,2,100,0,0,0,0,0,0,1400,2.221663011,1.2,-,-,-,-,-,1400,1.021663011,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_SH1_-_SH2_EB_Link_297.pdf,Southbound,SH1 - SH2 EB Link,SH1 - SH2 EB Link,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound SH1 - SH2 EB Link 297.pdf
SH1_298,SH1,298,4.931322734,100,1,80,0,0,0,0,0,0,1400,2.95879364,0.75,-,-,-,-,-,1400,2.20879364,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_SH2_WB_-_SH1_SB_Link_298.pdf,Southbound,SH2 WB - SH1 SB Link,SH2 WB - SH1 SB Link,01N60477,,SH1 - Ramp,Click to view - SH1 Southbound SH2 WB - SH1 SB Link 298.pdf
SH1_299,SH1,299,3.071561748,100,1,80,0,0,0,0,0,0,1400,1.842937049,0.75,-,-,-,-,-,1400,1.092937049,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_SH2_WB_-_SH1_NB_Link_299.pdf,Northbound,SH2 WB - SH1 NB Link,SH2 WB - SH1 NB Link,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound SH2 WB - SH1 NB Link 299.pdf
SH1_300,SH1,300,4.919547085,100,1,80,0,0,0,0,0,0,1400,2.951728251,0.75,-,-,-,-,-,1400,2.201728251,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_SH1_NB_-_SH2_EB_Link_300.pdf,Northbound,SH1 NB - SH2 EB Link,SH1 NB - SH2 EB Link,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound SH1 NB - SH2 EB Link 300.pdf
SH18_301,SH18,301,2.430463395,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Left_turn_into_Caribbean_Drive_301.pdf,Westbound,Left turn into Caribbean Drive,Left turn into Caribbean Dr,#N/A,,SH18 - Ramp,Click to view - SH18 Westbound Left turn into Caribbean Dr 301.pdf
SH18_302,SH18,302,4.095822608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Right_turn_into_Caribbean_Drive_302.pdf,Eastbound,Right turn into Caribbean Drive,Right turn into Caribbean Dr,#N/A,Carribean Dr,SH18 - Ramp,Click to view - SH18 Eastbound Right turn into Caribbean Dr 302.pdf
SH18_303,SH18,303,3.170920819,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Right_turn_into_Paul_Matthews_Road_303.pdf,Westbound,Right turn into Paul Matthews Road,Right turn into Paul Matthews Rd,#N/A,Paul Matthews Rd,SH18 - Ramp,Click to view - SH18 Westbound Right turn into Paul Matthews Rd 303.pdf
SH18_304,SH18,304,6.148298715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Left_turn_into_Paul_Matthews_Road_304.pdf,Eastbound,Left turn into Paul Matthews Road,Left turn into Paul Matthews Rd,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Left turn into Paul Matthews Rd 304.pdf
SH18_305,SH18,305,3.221698143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Unsworth_Drive_Off-ramp_305.pdf,Westbound,Unsworth Drive Off-ramp,Unsworth Dr Off-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Westbound Unsworth Dr Off-Ramp 305.pdf
SH18_306,SH18,306,4.990380588,90,0.4,50,0,0,0,0,0,0,1400,3.326920392,0.48,-,-,-,-,-,1400,2.846920392,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Albany_Highway_Off-ramp_306.pdf,Westbound,Albany Highway Off-ramp,Albany Highway Off-Ramp,01860002,,SH18 - Ramp,Click to view - SH18 Westbound Albany Highway Off-Ramp 306.pdf
SH18_307,SH18,307,3.111970903,80,0.35,50,Class I,1,0,0,0,0,,2.333978177,0.42,-,-,-,1200,-,1200,1.913978177,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Albany_Highway_Off-ramp_307.pdf,Eastbound,Albany Highway Off-ramp,Albany Highway Off-Ramp,01840002,,SH18 - Ramp,Click to view - SH18 Eastbound Albany Highway Off-Ramp 307.pdf
SH18_308,SH18,308,8.664517188,85,0.4,50,Class I,1,0,0,0,0,,6.11612978,0.48,-,-,-,1200,-,1200,5.63612978,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Greenhithe_Road_Off-ramp_308.pdf,Westbound,Greenhithe Road Off-ramp,Greenhithe Rd Off-Ramp,01860004,,SH18 - Ramp,Click to view - SH18 Westbound Greenhithe Rd Off-Ramp 308.pdf
SH18_309,SH18,309,9.317775743,75,0.4,50,Class I,1,0,0,0,0,,7.454220594,0.48,-,-,-,1200,-,1200,6.974220594,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Tauhinu_Road_Off-ramp_309.pdf,Eastbound,Tauhinu Road Off-ramp,Tauhinu Rd Off-Ramp,01840006,,SH18 - Ramp,Click to view - SH18 Eastbound Tauhinu Rd Off-Ramp 309.pdf
SH18_310,SH18,310,3.683814987,75,0.3,50,Class I,1,0,0,0,0,,2.94705199,0.36,-,-,-,1200,-,1200,2.58705199,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Squadron_Drive_Off-ramp_310.pdf,Westbound,Squadron Drive Off-ramp,Squadron Dr Off-Ramp,01860008,,SH18 - Ramp,Click to view - SH18 Westbound Squadron Dr Off-Ramp 310.pdf
SH18_311,SH18,311,4.564514546,85,0.23,50,0,0,0,0,0,0,1400,3.222010268,0.276,-,-,-,-,-,1400,2.946010268,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Brigham_Creek_Road_Off-ramp_311.pdf,Westbound,Brigham Creek Road Off-ramp,Brigham Creek Rd Off-Ramp,01860010,,SH18 - Ramp,Click to view - SH18 Westbound Brigham Creek Rd Off-Ramp 311.pdf
SH18_312,SH18,312,8.890496746,90,0.5,50,0,0,0,0,0,0,1400,5.926997831,0.6,-,-,-,-,-,1400,5.326997831,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Brigham_Creek_Road_Off-ramp_312.pdf,Eastbound,Brigham Creek Road Off-ramp,Brigham Creek Rd Off-Ramp,01840010,,SH18 - Ramp,Click to view - SH18 Eastbound Brigham Creek Rd Off-Ramp 312.pdf
SH18_313,SH18,313,2.424662574,60,1.3,50,Class I,1,0,0,0,0,,2.424662574,1.56,-,-,-,1200,-,1200,0.864662574,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Trig_Road_Off-ramp_313.pdf,Westbound,Trig Road Off-ramp,Trig Rd Off-Ramp,01860012,,SH18 - Ramp,Click to view - SH18 Westbound Trig Rd Off-Ramp 313.pdf
SH18_314,SH18,314,8.586195524,90,0.45,50,0,0,0,0,0,0,1400,5.724130349,0.54,-,-,-,-,-,1400,5.184130349,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Hobsonville_Road_Off-ramp_314.pdf,Westbound,Hobsonville Road Off-ramp,Hobsonville Rd Off-Ramp,01860013,,SH18 - Ramp,Click to view - SH18 Westbound Hobsonville Rd Off-Ramp 314.pdf
SH18_315,SH18,315,2.533727998,75,2.9,100,Class I,1,0,0,0,0,,2.026982399,1.74,-,-,-,1200,-,1200,0.286982399,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_SH18WB_-_SH16EB_Link_315.pdf,Westbound,SH18WB - SH16EB Link,SH18WB - SH16EB Link,#N/A,,SH18 - Ramp,Click to view - SH18 Westbound SH18WB - SH16EB Link 315.pdf
SH22_340,SH22,340,0.979860605,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Ramp\SH22_Southbound_Left_turn_onto_Great_South_Road_340.pdf,Southbound,Left turn onto Great South Road,Left turn onto Great South Rd,#N/A,,SH22 - Ramp,Click to view - SH22 Southbound Left turn onto Great South Rd 340.pdf
SH22_341,SH22,341,3.701277271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Ramp\SH22_Northbound_Right_turn_onto_Great_South_Road_341.pdf,Northbound,Right turn onto Great South Road,Right turn onto Great South Rd,#N/A,,SH22 - Ramp,Click to view - SH22 Northbound Right turn onto Great South Rd 341.pdf
SH22_342,SH22,342,9.913473452,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Ramp\SH22_Southbound_Right_turn_onto_Blackbridge_Road_342.pdf,Southbound,Right turn onto Blackbridge Road,Right turn onto Blackbridge Rd,#N/A,,SH22 - Ramp,Click to view - SH22 Southbound Right turn onto Blackbridge Rd 342.pdf
SH22_343,SH22,343,12.33571405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Ramp\SH22_Southbound_Right_turn_onto_Glenbrook_Road_343.pdf,Southbound,Right turn onto Glenbrook Road,Right turn onto Glenbrook Rd,#N/A,,SH22 - Ramp,Click to view - SH22 Southbound Right turn onto Glenbrook Rd 343.pdf
SH22_344,SH22,344,9.787156591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Ramp\SH22_Northbound_Left_turn_onto_Glenbrook_Road_344.pdf,Northbound,Left turn onto Glenbrook Road,Left turn onto Glenbrook Rd,#N/A,,SH22 - Ramp,Click to view - SH22 Northbound Left turn onto Glenbrook Rd 344.pdf
SH16_345,SH16,345,2.68424843,60,2.6,100,Class I,1,0,0,0,0,,2.68424843,1.56,-,-,-,1200,-,1200,1.12424843,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Hobsonville_Road_eastbound_On-ramp_(SH18_link)_345.pdf,Westbound,Hobsonville Road eastbound On-ramp (SH18 link),Hobsonville Rd eastbound On-Ramp (SH18 link),01669017,SH18/Trig Rd,SH16 - Ramp,Click to view - SH16 Westbound Hobsonville Rd eastbound On-Ramp (SH18 link) 345.pdf
SH16_345,SH16,345,3.809881199,60,2.6,100,Class I,1,0,0,0,0,,3.809881199,1.56,-,-,-,1200,-,1200,2.249881199,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Hobsonville_Road_eastbound_On-ramp_(SH18_link)_345.pdf,Westbound,Hobsonville Road eastbound On-ramp (SH18 link),Hobsonville Rd eastbound On-Ramp (SH18 link),01669017,,SH16 - Ramp,Click to view - SH16 Westbound Hobsonville Rd eastbound On-Ramp (SH18 link) 345.pdf
SH16_346,SH16,346,3.531427688,50,2,90,Class I,1,0,0,0,0,,4.237713225,1.333333333,-,-,-,1200,-,1200,2.904379892,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Hobsonville_Road_EB_On-ramp_346.pdf,Eastbound,Hobsonville Road EB On-ramp,Hobsonville Rd EB On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Hobsonville Rd EB On-Ramp 346.pdf
SH16_346,SH16,346,5.434858761,50,2,90,Class I,1,0,0,0,0,,6.521830513,1.333333333,-,-,-,1200,-,1200,5.188497179,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Hobsonville_Road_EB_On-ramp_346.pdf,Eastbound,Hobsonville Road EB On-ramp,Hobsonville Rd EB On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Hobsonville Rd EB On-Ramp 346.pdf
SH16_347,SH16,347,3.716330176,50,2.5,100,Class I,1,0,0,0,0,,4.459596211,1.5,-,-,-,1200,-,1200,2.959596211,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Royal_Road_eastbound_On-ramp_347.pdf,Eastbound,Royal Road eastbound On-ramp,Royal Rd eastbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Royal Rd eastbound On-Ramp 347.pdf
SH16_347,SH16,347,5.163486088,50,2.5,100,Class I,1,0,0,0,0,,6.196183306,1.5,-,-,-,1200,-,1200,4.696183306,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Royal_Road_eastbound_On-ramp_347.pdf,Eastbound,Royal Road eastbound On-ramp,Royal Rd eastbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Royal Rd eastbound On-Ramp 347.pdf
SH16_348,SH16,348,4.84281041,50,2.8,90,Class I,1,0,0,0,0,1400,5.811372492,1.866666667,-,-,-,1200,-,1200,3.944705825,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Lincoln_Road_eastbound_On-ramp_348.pdf,Eastbound,Lincoln Road eastbound On-ramp,Lincoln Rd eastbound On-Ramp,01640013,,SH16 - Ramp,Click to view - SH16 Eastbound Lincoln Rd eastbound On-Ramp 348.pdf
SH16_348,SH16,348,5.129494084,50,2.8,90,Class I,1,0,0,0,0,1400,6.155392901,1.866666667,-,-,-,1200,-,1200,4.288726235,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Lincoln_Road_eastbound_On-ramp_348.pdf,Eastbound,Lincoln Road eastbound On-ramp,Lincoln Rd eastbound On-Ramp,01640013,,SH16 - Ramp,Click to view - SH16 Eastbound Lincoln Rd eastbound On-Ramp 348.pdf
SH16_348,SH16,348,4.84281041,50,2.8,90,Class I,1,0,0,0,0,1400,5.811372492,1.866666667,-,-,-,1200,-,1200,3.944705825,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Lincoln_Road_eastbound_On-ramp_348.pdf,Eastbound,Lincoln Road eastbound On-ramp,Lincoln Rd eastbound On-Ramp,01640013,,SH16 - Ramp,Click to view - SH16 Eastbound Lincoln Rd eastbound On-Ramp 348.pdf
SH16_349,SH16,349,6.060981354,60,7.3,100,Class I,1,0,0,0,0,1400,6.060981354,4.38,-,-,-,1200,-,1200,1.680981354,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Lincoln_Road_WB_On-ramp_349.pdf,Westbound,Lincoln Road WB On-ramp,Lincoln Rd WB On-Ramp,01660013,,SH16 - Ramp,Click to view - SH16 Westbound Lincoln Rd WB On-Ramp 349.pdf
SH16_349,SH16,349,8.098906079,60,7.3,100,Class I,1,0,0,0,0,1400,8.098906079,4.38,-,-,-,1200,-,1200,3.718906079,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Lincoln_Road_WB_On-ramp_349.pdf,Westbound,Lincoln Road WB On-ramp,Lincoln Rd WB On-Ramp,01660013,,SH16 - Ramp,Click to view - SH16 Westbound Lincoln Rd WB On-Ramp 349.pdf
SH16_350,SH16,350,4.447638777,50,2.3,100,Class I,1,0,0,0,0,,5.337166532,1.38,-,-,-,1200,-,1200,3.957166532,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Te_Atatu_Road_Westbound_On-ramp_350.pdf,Westbound,Te Atatu Road Westbound On-ramp,Te Atatu Rd Westbound On-Ramp,01660011,,SH16 - Ramp,Click to view - SH16 Westbound Te Atatu Rd Westbound On-Ramp 350.pdf
SH16_350,SH16,350,6.498504602,50,2.3,100,Class I,1,0,0,0,0,,7.798205523,1.38,-,-,-,1200,-,1200,6.418205523,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Te_Atatu_Road_Westbound_On-ramp_350.pdf,Westbound,Te Atatu Road Westbound On-ramp,Te Atatu Rd Westbound On-Ramp,01660011,,SH16 - Ramp,Click to view - SH16 Westbound Te Atatu Rd Westbound On-Ramp 350.pdf
SH16_351,SH16,351,0.351797783,75,0.5,75,Class I,1,0,0,0,0,,0.281438226,0.4,-,-,-,1200,-,1200,-0.118561774,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Te_Atatu_Road_Eastbound_(loop)_On-ramp_351.pdf,Eastbound,Te Atatu Road Eastbound (loop) On-ramp,Te Atatu Rd Eastbound (loop) On-Ramp,01640011,,SH16 - Ramp,Click to view - SH16 Eastbound Te Atatu Rd Eastbound (loop) On-Ramp 351.pdf
SH16_352,SH16,352,2.564396762,50,1,60,Class I,1,0,0,0,0,1400,3.077276114,1,-,-,-,1200,-,1200,2.077276114,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Te_Atatu_Road_Eastbound_(diamond)_On-ramp_352.pdf,Eastbound,Te Atatu Road Eastbound (diamond) On-ramp,Te Atatu Rd Eastbound (diamond) On-Ramp,01640011,,SH16 - Ramp,Click to view - SH16 Eastbound Te Atatu Rd Eastbound (diamond) On-Ramp 352.pdf
SH16_353,SH16,353,7.413128802,90,1.1,50,0,0,0,0,0,0,1400,4.942085868,1.32,-,-,-,-,-,1400,3.622085868,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Patiki_Road_Westbound_On-ramp_353.pdf,Westbound,Patiki Road Westbound On-ramp,Patiki Rd Westbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Westbound Patiki Rd Westbound On-Ramp 353.pdf
SH16_354,SH16,354,6.999557751,50,2.4,100,Class I,1,0,0,0,0,,8.399469301,1.44,-,-,-,1200,-,1200,6.959469301,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Rosebank_Road_Eastbound_On-ramp_354.pdf,Eastbound,Rosebank Road Eastbound On-ramp,Rosebank Rd Eastbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Rosebank Rd Eastbound On-Ramp 354.pdf
SH16_355,SH16,355,3.869395854,90,0.85,50,0,0,0,0,0,0,1400,2.579597236,1.02,-,-,-,-,-,1400,1.559597236,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Great_North_Road_Westbound_On-ramp_355.pdf,Westbound,Great North Road Westbound On-ramp,Great North Rd Westbound On-Ramp,01660008,,SH16 - Ramp,Click to view - SH16 Westbound Great North Rd Westbound On-Ramp 355.pdf
SH16_355,SH16,355,7.130778916,90,0.85,50,0,0,0,0,0,0,1400,4.753852611,1.02,-,-,-,-,-,1400,3.733852611,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Great_North_Road_Westbound_On-ramp_355.pdf,Westbound,Great North Road Westbound On-ramp,Great North Rd Westbound On-Ramp,01660008,,SH16 - Ramp,Click to view - SH16 Westbound Great North Rd Westbound On-Ramp 355.pdf
SH16_356,SH16,356,2.673963436,50,3.5,100,Class I,1.5,0,0,0,0,,3.208756123,2.1,-,-,-,1800,-,1800,1.108756123,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Great_North_Road_Eastbound_On-ramp_356.pdf,Eastbound,Great North Road Eastbound On-ramp,Great North Rd Eastbound On-Ramp,01640008,,SH16 - Ramp,Click to view - SH16 Eastbound Great North Rd Eastbound On-Ramp 356.pdf
SH16_357,SH16,357,2.745778684,50,2.7,100,Class I,1,0,0,0,0,,3.29493442,1.62,-,-,-,1200,-,1200,1.67493442,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_St_Lukes_Road_Westbound_On-ramp_357.pdf,Westbound,St Lukes Road Westbound On-ramp,St Lukes Rd Westbound On-Ramp,01660006,,SH16 - Ramp,Click to view - SH16 Westbound St Lukes Rd Westbound On-Ramp 357.pdf
SH16_357,SH16,357,5.086923056,50,2.7,100,Class I,1,0,0,0,0,,6.104307667,1.62,-,-,-,1200,-,1200,4.484307667,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_St_Lukes_Road_Westbound_On-ramp_357.pdf,Westbound,St Lukes Road Westbound On-ramp,St Lukes Rd Westbound On-Ramp,01660006,,SH16 - Ramp,Click to view - SH16 Westbound St Lukes Rd Westbound On-Ramp 357.pdf
SH16_358,SH16,358,5.008375805,50,5.1,90,Class I,1,0,0,0,0,1400,6.010050966,3.4,-,-,-,1200,-,1200,2.610050966,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Western_Springs_Eastbound_On-ramp_358.pdf,Eastbound,Western Springs Eastbound On-ramp,Western Springs Eastbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Western Springs Eastbound On-Ramp 358.pdf
SH16_358,SH16,358,6.547721384,50,5.1,90,Class I,1,0,0,0,0,1400,7.85726566,3.4,-,-,-,1200,-,1200,4.45726566,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Western_Springs_Eastbound_On-ramp_358.pdf,Eastbound,Western Springs Eastbound On-ramp,Western Springs Eastbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Western Springs Eastbound On-Ramp 358.pdf
SH16_359,SH16,359,4.960666893,50,3.2,100,Class I,1,0,0,0,0,,5.952800271,1.92,-,-,-,1200,-,1200,4.032800271,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Newton_Road_Westbound_On-ramp_359.pdf,Westbound,Newton Road Westbound On-ramp,Newton Rd Westbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Westbound Newton Rd Westbound On-Ramp 359.pdf
